,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,mean
rtn_19,0.5485468995569037,14.091721347306114,2.9049217810670878,7.555291739883566,1.9595818156901714,7.602687130260556,2.588158663951666,6.0673029888885806,7.233714436539714,16.043375002088332,1.25200277439481,3.124703278067952,15.744443448153342,2.7974016388455953,9.082380460923904,2.4308852599178747,3.0263170863171487,4.242441036664531,16.907175253107262,2.993268700807699,8.332191425669071,6.469080178924383,11.274936127688308,12.558035309369975,33.26128313355745,8.00367387670568
rtn_180,4.025712596358872,13.605750084581084,0.0,0.0,1.0714356816037378,2.0876190057183663,4.951892388744302,5.658079119109622,12.435361917641584,24.51978182346214,14.402749272318566,13.495930696600311,3.819267323429315,6.021272390131308,8.436917267943118,1.3675006744532792,2.777711403235592,0.0,3.324890325743268,1.021777117380931,8.293149979000834,18.390885911625965,15.536474694383866,11.452483454441813,35.30330976912181,8.479998115881187
rtn_16,9.760443630501781,9.54280054620423,3.7269505809658776,3.18087948059152,4.825060521015512,8.833323739364143,20.865835564243774,25.364165716381844,20.056114411302026,1.618670367523313,1.675156414277495,5.921893520023952,0.0,5.558008753168713,9.143692748728283,8.607739156845675,4.584564114834929,5.643652985439826,0.0,14.0522672398523,11.970573874194029,13.757251196075142,0.3609582619895084,8.20494815676517,17.109280089984466,8.57456924281094
rtn_200,0.0,0.0,8.558648992824244,8.66989455269727,29.717325429156013,3.1747998957004326,8.072405624852244,0.0,5.558904166338912,35.60799149731524,3.7113907414908054,0.0,26.401850932935645,21.169926346488598,12.917015820143742,8.635749944173671,3.5878231359457,6.9846222779604314,9.704516485536622,3.120356195861475,0.0,8.600270769680813,5.868716197634167,13.172893025998048,20.408899528059937,9.745760062431762
rtn_7,24.932492066469393,22.173400790548985,4.199857545353787,0.8109134145108741,8.189938706905618,4.4678835053408195,1.1025658952039865,7.173238912513557,22.69379626275869,11.723331875337822,21.643362517190198,9.537349598896798,12.70311540164635,0.0,6.324482049016683,4.861653587983243,6.331798130980561,11.101851415054687,7.234051922605212,1.1563993198896187,7.231700269539919,4.687345632733521,0.0,0.0,51.16381982003281,10.057773945620527
rtn_2,12.130485569387341,6.697888184638372,1.7909576669870997,4.521774039821842,0.0,3.1865916156254297,6.041262858223932,6.807697636048701,12.632953811264446,13.454095653158626,13.042994683666508,11.40410238706889,18.991461105512673,6.59706323003019,9.966288548708336,3.076889523393482,3.7301559541851517,3.4134143272002575,3.6137355568272733,3.4716108391775515,6.6276651381248906,12.009619854380768,22.039628594092175,24.75398041911191,48.825618230314,10.353117417077993
rtn_6,16.648949718494812,27.541589975368215,7.114852071076937,4.031570639011548,7.581782969972331,13.451925844274676,7.236932808651228,23.134166547220932,12.494782074236447,10.905041136727826,7.819212975425906,4.480173733505558,9.582231266997374,12.41783368622133,2.2075641423676333,3.362691004232461,11.39580139539722,7.362153427510292,3.06482880693569,8.521230038600116,9.32271133703825,8.629631559310392,11.946495008696141,17.535406053845175,37.88099659808692,11.426822192768215
rtn_17,0.28028296662597213,4.925494894667528,9.835989300341017,6.703328789932935,8.630911558318928,1.2629368186409273,0.0,0.336731624632776,4.835480890460583,16.177816918420493,8.065927204894201,15.404400787332332,37.895585220520175,13.859970380773563,10.10520070231925,9.638818565414722,3.5925889212053743,9.761607534564092,16.908899522819723,8.440236187414724,9.173754058055605,17.660557987398207,31.665899235658262,0.9659578611697629,42.64409002641218,11.550898718319731
rtn_220,14.013355181330514,9.283471563060836,2.342601736716052,18.613959046598662,10.158230685112908,0.0,7.088842549928172,32.360809185422426,48.90794505683288,12.367817300572238,10.286518297029968,12.576432091640044,12.933946064339285,8.577553108640329,4.983833038666166,5.102282609879562,4.301616774518204,9.246150112290378,1.7909275332111865,0.0,9.803633520215667,11.550217728107048,12.271287168411147,12.730540987402279,27.439643645428482,11.949264599414175
rtn_160,5.984928671147664,6.376586798217623,5.846030874445485,10.78506024603957,5.985110863281402,1.0257735206427996,2.3207417795877543,3.0531459831400554,16.515264980255807,10.896844102459871,36.47880506102166,35.801112458743496,8.683037892413054,13.551577861647175,15.711648001881356,13.184010994555416,2.798176819747388,0.6186662490469846,6.258570787686973,3.282260032336524,10.403041430847072,26.614009950756177,13.736113321391723,34.064653380101845,21.14599914750808,12.444846848356116
