,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,mean
rtn_12,1.8181818181818181,4.25531914893617,17.77777777777778,4.3478260869565215,2.380952380952381,0.0,0.0,2.2222222222222223,43.47826086956522,20.689655172413794,35.0,12.76595744680851,6.0606060606060606,6.896551724137931,22.058823529411764,17.56756756756757,12.280701754385966,0.0,0.0,0.0,3.225806451612903,51.724137931034484,28.125,21.428571428571427,0.0,12.564156774845703
rtn_14,0.0,17.02127659574468,11.11111111111111,10.869565217391305,19.047619047619047,8.771929824561404,9.836065573770492,0.0,0.0,34.48275862068966,17.5,6.382978723404255,0.0,8.620689655172415,16.176470588235293,14.864864864864865,7.017543859649122,15.625,13.333333333333334,8.823529411764707,0.0,31.03448275862069,28.125,14.285714285714286,37.93103448275862,13.23443871817621
rtn_15,25.454545454545453,0.0,2.2222222222222223,0.0,9.523809523809524,8.771929824561404,0.0,20.0,13.043478260869565,31.03448275862069,10.0,31.914893617021278,3.0303030303030303,1.7241379310344827,38.23529411764706,18.91891891891892,12.280701754385966,21.875,6.666666666666667,23.529411764705884,19.35483870967742,27.586206896551722,18.75,14.285714285714286,20.689655172413794,15.155688436386775
rtn_160,16.363636363636363,31.914893617021278,4.444444444444445,21.73913043478261,33.333333333333336,19.29824561403509,21.311475409836067,24.444444444444443,6.521739130434782,13.793103448275861,15.0,10.638297872340425,6.0606060606060606,0.0,0.0,13.513513513513514,0.0,18.75,17.333333333333332,19.11764705882353,9.67741935483871,3.4482758620689653,28.125,35.714285714285715,20.689655172413794,15.649299207298732
rtn_18,18.181818181818183,21.27659574468085,20.0,30.434782608695652,28.571428571428573,29.82456140350877,21.311475409836067,13.333333333333334,17.391304347826086,20.689655172413794,12.5,0.0,6.0606060606060606,10.344827586206897,1.4705882352941178,4.054054054054054,12.280701754385966,42.1875,24.0,7.352941176470588,29.032258064516128,10.344827586206897,15.625,10.714285714285714,20.689655172413794,17.106888007119263
rtn_120,32.72727272727273,34.04255319148936,6.666666666666667,13.043478260869565,42.857142857142854,21.05263157894737,16.39344262295082,8.88888888888889,30.434782608695652,37.93103448275862,15.0,8.51063829787234,18.181818181818183,5.172413793103448,16.176470588235293,12.162162162162161,1.7543859649122806,17.1875,37.333333333333336,16.176470588235293,6.451612903225806,3.4482758620689653,40.625,25.0,3.4482758620689653,18.826650056908743
rtn_180,43.63636363636363,21.27659574468085,4.444444444444445,13.043478260869565,14.285714285714286,17.54385964912281,31.147540983606557,31.11111111111111,21.73913043478261,20.689655172413794,32.5,12.76595744680851,24.242424242424242,0.0,4.411764705882353,18.91891891891892,1.7543859649122806,14.0625,32.0,10.294117647058824,38.70967741935484,20.689655172413794,0.0,21.428571428571427,31.03448275862069,19.269213977123023
rtn_16,25.454545454545453,25.53191489361702,2.2222222222222223,13.043478260869565,2.380952380952381,17.54385964912281,18.0327868852459,17.77777777777778,23.91304347826087,48.275862068965516,10.0,17.02127659574468,6.0606060606060606,25.862068965517242,25.0,12.162162162162161,21.05263157894737,18.75,10.666666666666666,4.411764705882353,29.032258064516128,34.48275862068966,6.25,25.0,58.62068965517241,19.94197304589937
rtn_17,23.636363636363637,8.51063829787234,13.333333333333334,13.043478260869565,19.047619047619047,24.56140350877193,16.39344262295082,15.555555555555555,21.73913043478261,24.137931034482758,25.0,29.78723404255319,24.242424242424242,3.4482758620689653,11.764705882352942,10.81081081081081,5.2631578947368425,18.75,21.333333333333332,11.764705882352942,19.35483870967742,20.689655172413794,31.25,14.285714285714286,72.41379310344827,20.004701798179543
rtn_13,29.09090909090909,6.382978723404255,31.11111111111111,8.695652173913043,23.80952380952381,14.035087719298245,9.836065573770492,2.2222222222222223,28.26086956521739,0.0,7.5,38.297872340425535,12.121212121212121,34.48275862068966,17.647058823529413,10.81081081081081,14.035087719298245,48.4375,17.333333333333332,19.11764705882353,35.483870967741936,13.793103448275861,28.125,32.142857142857146,31.03448275862069,20.55228060539952
